Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,distilbertsentiment,FinetunedSentiment_Negative,FinetunedSentiment_Positive,cluster,Cluster_Name
21,blackbird,Blackbird,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,7.0,1.0,0.65225,0.158,-15.100999999999999,0.03825,0.759,7.941e-05,0.1262,0.3935,92.45525,141810.0,4.0,Blackbird,Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise.  Blackbird singing in the dead of night Take these sunken eyes and learn to see All your lifeÂ  You were only waiting for this moment to be free.  Blackbird fly Blackbird fly Into the light of the dark black night.  Blackbird fly Blackbird fly Into the light of the dark black night.  Blackbird singing in the dead of night Take these broken wings and learn to fly All your life You were only waiting for this moment to arise You were only waiting for this moment to arise You were only waiting for this moment to arise. ,41.666666666666664,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,42,,,,,,0,,5,4,5,4,4,5.0,0.136,0.84,0.024,-0.9501,0.2897582948207855,0.5950908064842224,0.11515093594789505,NEGATIVE,0.6946044564247131,1,1,0,2,Acoustic Beauty
22,bluejayway,Blue Jay Way,Harrison,Harrison,1967,0,Experimental,1967-11-27,0.0,1.0,0.294,0.407,-11.575,0.0308,0.0258,0.000219,0.0852,0.0378,101.052,235067.0,4.0,Blue jay way,There's a fog upon L.A. And my friends have lost their way We'll be over soon they said Now they've lost themselves instead. Please don't be long please don't you be very long Please don't be long or I may be asleep Well it only goes to show And I told them where to go Ask a policeman on the street There's so many there to meet Please don't be long please don't you be very long Please don't be long or I may be asleep Now it's past my bed I know And I'd really like to go Soon will be the break of day Sitting here in Blue Jay Way Please don't be long please don't you be very long Please don't be long or I may be asleep. Please don't be long please don't you be very long Please don't be long Please don't be long please don't you be very long Please don't be long Please don't be long please 'you be very long Please don't be long Don't be long -don't be long - don't be long Don't be long - don't be long - be long. ,52.0,Magical Mystery Tour,Magical Mystery Tour,Harrison,0,0,1,0,52,,,,,,0,,1,4,1,3,3,3.0,0.078,0.754,0.169,0.9533,0.31772488355636597,0.5401108264923096,0.14216424524784088,NEGATIVE,0.9973324537277222,0,0,1,4,Psychedelic Soundscape
23,boys,Boys,Luther Dixon Wes Farrell †,Starr,1963,1,Beatlemania,1963-03-22,9.0,1.0,0.39433333333333337,0.8033333333333333,-8.898,0.05266666666666667,0.4294,7.7e-05,0.695,0.7520000000000001,122.16833333333334,141320.0,4.0,Boys,"I been told when a boy kiss a girl, Take a trip around the world, Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  My girl says when I kiss her lips, Gets a thrill through her fingertips, Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  Well, I talk about boys, Don't ya know I mean boys, Well, I talk about boys, now, Aaahhh, boys, Well, I talk about boys, now, What a bundle of joy! (Alright, George!)  My girl says when I kiss her lips, Gets a thrill through her fingertips, Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop, m'bop bop shuop) Hey, hey, (bop shuop) yeah, she say ya do. (Bop shuop)  Well, I talk about boys, Don't ya know I mean boys, Well, I talk about boys, now, Aaahhh, boys, Well, I talk about boys, now, What a bundle of joy! ",35.25,Please Please Me,Please Please Me,Starr,0,0,0,1,35,,,,,,0,,3,3,3,3,3,3.0,0.0,0.78,0.22,0.9883,0.03682725504040718,0.40375691652297974,0.559415876865387,POSITIVE,0.995141863822937,0,0,1,3,Early Covers
24,cantbuymelove,Can't Buy Me Love,Lennon McCartney,McCartney,1964,0,Beatlemania,1964-07-10,5.0,1.0,0.4495,0.722,-7.0127500000000005,0.045975,0.18147749999999999,0.0,0.49925,0.84175,150.56925,131400.0,4.0,Can't buy me love,"Can't buy me love, love Can't buy me love  I'll buy you a diamond ring my friend if it makes you feel alright I'll get you anything my friend if it makes you feel alright 'Cause I don't care too much for money, money can't buy me love  I'll give you all I got to give if you say you love me too I may not have a lot to give but what I got I'll give to you I don't care too much for money, money can't buy me love  Can't buy me love, everybody tells me so Can't buy me love, no no no, no  Say you don't need no diamond ring and I'll be satisfied Tell me that you want the kind of thing that money just can't buy I don't care too much for money, money can't buy me love ",44.166666666666664,A Hard Day's Night,A Hard Days Night,McCartney,1,0,0,0,44,Can't Buy Me Love,The Beatles,1964-03-28,15,1964-04-04,10,295.0,3,3,3,3,3,4.0,0.288,0.617,0.095,-0.9888,0.11499323695898056,0.4686441123485565,0.4163627028465271,POSITIVE,0.6915323138237,0,0,1,0,Fab Four
25,carrythatweight,Carry That Weight,Lennon McCartney,"McCartney (with Lennon, Harrison, and Starr)",1969,0,Group of Solo Artists,1969-09-26,0.0,1.0,0.5185,0.508,-8.290000000000001,0.02785,0.15875,0.003708,0.27049999999999996,0.6645,84.162,96453.5,4.0,Carry that weight,"Boy, you gotta carry that weight Carry that weight a long time Boy, you gotta carry that weight Carry that weight a long time  I never give you my pillow I only send you my invitation And in the middle of the celebrations I break down  Boy, you gotta carry that weight Carry that weight a long time Boy, you gotta carry that weight Carry that weight a long time ",52.5,Abbey Road,Abbey Road,McCartney,1,0,0,0,52,,,,,,0,,5,4,3,3,3,3.0,0.0,1.0,0.0,0.0,0.26764115691185,0.5770334005355835,0.1553255021572113,POSITIVE,0.9316378831863403,0,0,1,5,Eclectic Experiments
26,chains,Chains,Gerry Goffin Carole King †,Harrison,1963,1,Beatlemania,1963-03-22,10.0,1.0,0.5855,0.5685,-11.439,0.0369,0.5765,0.0,0.10500000000000001,0.9265000000000001,133.1775,140091.5,4.0,Chains,"Chains, my baby's got me locked up in chains. And they ain't the kind that you can see. Whoa, oh, these chains of love got a hold on me, yeah.  Chains, well I can't break away from these chains. Can't run around, 'cause I'm not free. Whoa, oh, these chains of love won't let me be, yeah.  I wanna tell you, pretty baby, I think you're fine. I'd like to love you, But, darlin', I'm imprisoned by these...  Chains, my baby's got me locked up in chains, And they ain't the kind that you can see, Oh, oh, these chains of love got a hold on me.  Please believe me when I tell you, Your lips are sweet. I'd like to kiss them, But I can't break away from all of these...  Chains, my baby's got me locked up in chains. And they ain't the kind that you can see. Whoa, oh, these chains of love got a hold on me, yeah.  Chains, chains of love... ",37.5,Please Please Me,Please Please Me,Harrison,0,0,1,0,38,,,,,,0,,3,3,3,3,1,3.0,0.076,0.691,0.233,0.9818,0.2793869972229004,0.49910977482795715,0.22150330245494843,POSITIVE,0.9946517944335938,0,0,1,3,Early Covers
27,cometogether,Come Together,Lennon McCartney,Lennon,1969,0,Group of Solo Artists,1969-09-26,9.0,0.0,0.5565,0.34825,-12.7735,0.07337500000000001,0.06715,0.13840525,0.1103,0.1985,165.11575,247246.75,4.0,Come together,"Here come old flattop he come grooving up slowly He got joo-joo eyeball he one holy roller He got hair down to his knee Got to be a joker he just do what he please  He wear no shoeshine he got toe-jam football He got monkey finger he shoot coca-cola He say ''I know you, you know me'' One thing I can tell you is you got to be free Come together right now over me He bag production he got walrus gumboot He got Ono sideboard he one spinal cracker He got feet down below his knee Hold you in his armchair you can feel his disease Come together right now over me  He roller-coaster he got early warning He got muddy water he one mojo filter He say One and one and one is three Got to be good-looking 'cause he's so hard to see Come together right now over me ",45.285714285714285,Abbey Road,Abbey Road,Lennon,0,1,0,0,45,,,,,,0,205.0,4,3,5,4,3,4.0,0.055,0.9,0.044,-0.1941,0.23573744297027588,0.629026472568512,0.13523611426353455,NEGATIVE,0.9927476048469543,0,0,1,4,Psychedelic Soundscape
28,thecontinuingstoryofbungalowbill,The Continuing Story of Bungalow Bill,Lennon McCartney,Lennon (with Yoko Ono),1968,0,Experimental,1968-11-22,8.0,1.0,0.658,0.42975,-10.88925,0.08562499999999999,0.3725,0.0,0.47200000000000003,0.66,113.29925,185450.0,3.75,The continuing story of Bungalow Bill,"Hey, Bungalow Bill What did you kill Bungalow Bill?  He went out tiger hunting with his elephant and gun In case of accidents he always took his mom He's the all American bullet-headed saxon mother's son. All the children sing  Hey Bungalow Bill What did you kill Bungalow Bill?  Deep in the jungle where the mighty tiger lies Bill and his elephants were taken by surprise So Captain Marvel zapped in right between the eyes All the children sing  Hey, Bungalow BillÂ  What did you kill Bungalow Bill?  The children asked him if to kill was not a sin Not when he looked so fierce, his mother butted inÂ  If looks could kill it would have been us instead of him All the children sing  Hey, Bungalow Bill What did you kill Bungalow Bill? ",35.5,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,36,,,,,,0,,1,1,3,3,3,4.0,0.221,0.73,0.049,-0.9856,0.4561832547187805,0.4759240746498108,0.06789269298315048,NEGATIVE,0.9340836405754089,0,0,1,5,Eclectic Experiments
29,crybabycry,Cry Baby Cry,Lennon McCartney,Lennon (with McCartney),1968,0,Experimental,1968-11-22,9.0,1.0,0.55875,0.38475000000000004,-12.26075,0.039875,0.42325,0.007039999999999999,0.23975000000000002,0.50225,108.78925000000001,173613.25,4.0,Cry baby cry,Cry baby cry Make your mother sigh She's old enough to know better.  The king of Marigold was in the kitchen Cooking breakfast for the queen The queen was in the parlour Playing piano for the children of the king.  Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry.  The king was in the garden Picking flowers for a friend who came to play The queen was in the playroom Painting pictures for the childrens holiday.  Cry baby cry Make your mother sighÂ  She's old enough to know better So cry baby cry.  The duchess of Kircaldy always smiling And arriving late for tea The duke was having problems With a message at the local bird and bee.  Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry.  At twelve o'clock a meeting round the table For a seance in the dark With voices out of nowhere Put on specially by the children for a lark.  Cry baby cry Make your mother sigh She's old enough to know better So cry baby cry cry cry cry baby Make your mother sigh.  She's old enough to know better Cry baby cry cry cry cry Make your mother sigh She's old enough to know better So cry baby cry. ,34.2,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,34,,,,,,0,,3,5,3,4,3,4.0,0.299,0.568,0.134,-0.995,0.35663121938705444,0.49216824769973755,0.151200532913208,NEGATIVE,0.9958099126815796,0,0,1,2,Acoustic Beauty
30,adayinthelife,A Day in the Life,Lennon McCartney,Lennon McCartney,1967,0,Experimental,1967-05-26,9.0,1.0,0.40854545454545454,0.3404,-15.091545454545455,0.09045454545454544,0.6128181818181818,0.06015970000000001,0.44990909090909087,0.18227272727272725,101.29618181818182,255580.63636363635,4.090909090909091,A day in the life,"I read the news today oh boy About a lucky man who made the grade And though the news was rather sad Well I just had to laugh I saw the photograph.  He blew his mind out in a car He didn't notice that the lights had changed A crowd of people stood and stared They'd seen his face before Nobody was really sure If he was from the House of Lords.  I saw a film today oh boy The English Army had just won the war A crowd of people turned away but I just had to look Having read the book.  I'd love to turn you on  Woke up, fell out of bed, Dragged a comb across my head Found my way downstairs and drank a cup, And looking up I noticed I was late. Found my coat and grabbed my hat Made the bus in seconds flat Found my way upstairs and had a smoke, Somebody spoke and I went into a dream  I read the news today oh boy Four thousand holes in Blackburn, Lancashire And though the holes were rather small They had to count them all Now they know how many holes it takes to fill the Albert Hall.  I'd love to turn you on ",34.93333333333333,Sgt. Pepper's Lonely Hearts Club Band,Sgt. Peppers Lonely Hearts Club Band,Lennon,0,1,0,0,35,,,,,,0,28.0,5,5,3,5,5,4.0,0.027,0.859,0.113,0.9595,0.2865193486213684,0.4663088023662567,0.24717183411121368,NEGATIVE,0.7142239212989807,0,1,0,2,Acoustic Beauty
31,daytripper,Day Tripper,Lennon McCartney,Lennon McCartney,1965,0,Experimental,1965-12-18,6.0,0.0,0.665,0.782,-8.438,0.0307,0.12,4.19e-06,0.125,0.731,137.453,169000.0,4.0,Day tripper,"Got a good reason for taking the easy way out Got a good reason for taking the easy way out now  She was a day tripper, a one way ticket yea It took me so long to find out, and I found out  She's a big teaser, she took me half the way there She's a big teaser, she took me half the way there now  Tried to please her, she only played one night stands Tried to please her, she only played one night stands now  She was a day tripper, a Sunday driver yea Took me so long to find out, and I found out  Day tripper Day tripper yea ",55.0,Past Masters (Double A-side with We Can Work It Out),,Lennon,0,1,0,0,55,Day Tripper,The Beatles,1965-12-18,5,1966-01-22,10,,3,3,3,3,4,3.0,0.034,0.786,0.179,0.9432,0.2830633521080017,0.5440005660057068,0.17293605208396912,NEGATIVE,0.9946133494377136,0,0,1,1,Angsty
32,dearprudence,Dear Prudence,Lennon McCartney,Lennon,1968,0,Experimental,1968-11-22,10.0,1.0,0.39625,0.45775,-10.904250000000001,0.039125,0.3991,0.023588249999999998,0.098975,0.31575,135.55075,249409.75,4.0,Dear prudence,"Dear Prudence, won't you come out to play Dear Prudence, greet the brand new day The sun is up, the sky is blue It's beautiful and so are you Dear Prudence won't you come out and play  Dear Prudence open up your eyes Dear Prudence see the sunny skies The wind is low the birds will sing that you are part of everything Dear Prudence won't you open up your eyes?  Look around round Look around round round Look around  Dear Prudence let me see you smile Dear Prudence like a little child The clouds will be a daisy chain So let me see you smile again Dear Prudence won't you let me see you smile? ",41.75,The Beatles (White Album),The Beatles,Lennon,0,1,0,0,42,,,,,,0,,5,4,4,5,4,3.0,0.015,0.657,0.329,0.9909,0.0057729980908334255,0.1561889350414276,0.8380380272865295,POSITIVE,0.9986699819564819,1,0,1,4,Psychedelic Soundscape
33,devilinherheart,Devil in Her Heart,Richard Drapkin †,Harrison,1963,1,Beatlemania,1963-11-22,7.0,1.0,0.6659999999999999,0.5780000000000001,-9.5785,0.0307,0.5075000000000001,0.000131,0.1939,0.9315,121.70400000000001,143940.0,4.0,Devil in her heart,"She's got the devil in her heart But her eyes they tantalize She's gonna tear your heart apart Oh her lips are really thrilling  I'll take my chances for romance is So important to me She'll never hurt me She won't desert me She's an angel sent to me  She's got the devil in her heart No, no, this I can't believe She's gonna tear your heart apart No, no nay will she deceive  I can't believe that she'll ever ever go Not when she hugs and says she loves me so She'll never hurt em She won't desert me Listen can't you see  She's got the devil in her heart Oh, no, no, no, this I can't believe She's gonna tear your heart apart No no nay will she deceive  Don't take chances if your romance is So important to you She'll never hurt me She won't desert me She's an angel sent to me  She's got the devil in her heart Oh, no, no, no, no this I can't believe She's gonna tear your heart apart No, no nay will she deceive  She's got the devil in her heart No she's an angel sent to me She's got the devil in her heart ",37.0,With the Beatles,With The Beatles,Harrison,0,0,1,0,37,,,,,,0,,3,3,3,3,3,3.0,0.311,0.554,0.135,-0.9946,0.4403308629989624,0.4737699627876282,0.08589921146631241,POSITIVE,0.9979588985443115,0,0,1,3,Early Covers
34,digapony,Dig a Pony,Lennon McCartney,Lennon,1970,0,Group of Solo Artists,1970-05-08,11.0,1.0,0.5005000000000001,0.42766666666666664,-9.6675,0.049716666666666666,0.4996666666666667,9.603333333333333e-06,0.24750000000000003,0.42616666666666664,108.25266666666666,255746.0,3.1666666666666665,Dig a pony,"I dig a pony Well you can celebrate anything you want Well you can celebrate anything you want Ooh. I do a road hog Well you can penetrate any place you go Yes you can penetrate any place you go I told you, all I want is you. Ev'rything has got to be just like you want it to Because--  I pick a moon dog Well you can radiate ev'rything you are Yes you can radiate ev'rything you are-- Ooh. I roll a stoney Well you can imitate ev'ryone you know Yes you can imitate ev'ryone you know I told you, all I want is you. Ev'rything has got to bejust like you want it to Because--  I feel the wind blow Well you can indicate ev'rything you see Yes you can indicate ev'rything you see-- Ooh. I dug a pony Well you can syndicate any boat you row Yes you can syndicate any boat you row I told you, all I want is you. Ev'rything has got to bejust like you want it to Because-- ",37.857142857142854,Let It Be,Let It Be,Lennon,0,1,0,0,38,,,,,,0,,3,4,3,3,1,3.0,0.0,0.715,0.285,0.9909,0.030285831540822983,0.4878576099872589,0.4818566143512726,POSITIVE,0.9538320899009705,0,0,1,4,Psychedelic Soundscape
35,digit,Dig It,Lennon McCartney Harrison Starkey,Lennon,1970,0,Group of Solo Artists,1970-05-08,5.0,1.0,0.4833333333333334,0.5233333333333333,-11.820666666666668,0.08823333333333333,0.5846666666666667,0.00225423,0.38466666666666666,0.769,155.76433333333333,116933.33333333333,3.0,Dig it,"Like a rolling stone A like a rolling stone Like the FBI and the CIA And the BBC--BB King And Doris Day Matt Busby Dig it, dig it, dig it Dig it, dig it, dig it, dig it, dig it, dig it, dig it, dig it  [That was 'Can You Dig It' by Georgie Wood. And now we'd like to do 'Hark The Angels Come'.] ",38.333333333333336,Let It Be,Let It Be,Lennon,0,1,0,0,38,,,,,,0,,3,3,1,3,1,3.0,0.0,0.853,0.147,0.8402,0.15664568543434143,0.6696233749389648,0.17373090982437134,POSITIVE,0.9632993340492249,0,0,1,6,Magical Musings
37,doyouwanttoknowasecret,Do You Want to Know a Secret,Lennon McCartney,Harrison,1963,0,Beatlemania,1963-03-22,4.0,1.0,0.6120000000000001,0.3505,-12.1665,0.0341,0.629,0.0,0.4255,0.663,130.06,112266.5,4.0,Do you want to know a secret,"You'll never know how much I really love you. You'll never know how much I really care.  Listen, Do you want to know a secret, Do you promise not to tell, whoa oh, oh.  Closer, Let me whisper in your ear, Say the words you long to hear, I'm in love with you.  Listen, Do you want to know a secret, Do you promise not to tell, whoa oh, oh.  Closer, Let me whisper in your ear, Say the words you long to hear, I'm in love with you.  I've known the secret for a week or two, Nobody knows, just we two.  Listen, Do you want to know a secret, Do you promise not to tell, whoa oh, oh.  Closer, Let me whisper in your ear, Say the words you long to hear, I'm in love with you. ",50.0,Please Please Me,Please Please Me,Harrison,0,0,1,0,50,Do You Want To Know A Secret,The Beatles,1964-03-28,2,1964-05-09,11,,3,3,3,3,4,3.0,0.0,0.791,0.209,0.9838,0.11585079878568649,0.5614296197891235,0.32271960377693176,POSITIVE,0.998806357383728,0,0,1,0,Fab Four
